nohup: ignoring input
[INFO] Outputs:
  images : /home/nitzandu/synthetic-to-real-chessboard/outputs/cut_1_8X8_new/images
  weights: /home/nitzandu/synthetic-to-real-chessboard/outputs/cut_1_8X8_new/weights
  logs   : /home/nitzandu/synthetic-to-real-chessboard/outputs/cut_1_8X8_new/losses.csv
[INFO] device: cuda
[INFO] Found 89280 images under /home/nitzandu/synthetic-to-real-chessboard/datasets/cut_8X8/synthetic
[INFO] Found 32416 images under /home/nitzandu/synthetic-to-real-chessboard/datasets/cut_8X8/real
[INFO] Resumed from /home/nitzandu/synthetic-to-real-chessboard/outputs/cut_1_8X8_new/weights/latest.pt (next epoch: 23)
[E023 step 100] D: 0.1601 | G: 2.1764 | NCE: 1.5134 | ID: 0.0334
[E023 step 200] D: 0.1556 | G: 2.0668 | NCE: 1.4230 | ID: 0.0345
[E023 step 300] D: 0.1710 | G: 2.1018 | NCE: 1.4604 | ID: 0.0340
[E023 step 400] D: 0.1667 | G: 2.0537 | NCE: 1.4060 | ID: 0.0362
[E023 step 500] D: 0.1573 | G: 1.9905 | NCE: 1.3502 | ID: 0.0370
[E023 step 600] D: 0.1655 | G: 2.1038 | NCE: 1.4552 | ID: 0.0351
[E023 step 700] D: 0.1544 | G: 2.0572 | NCE: 1.4142 | ID: 0.0353
[E023 step 800] D: 0.1616 | G: 2.0304 | NCE: 1.3993 | ID: 0.0351
[E023 step 900] D: 0.1692 | G: 2.0989 | NCE: 1.4791 | ID: 0.0312
[E023 step 1000] D: 0.1673 | G: 2.2599 | NCE: 1.6323 | ID: 0.0349
[E023 step 1100] D: 0.1568 | G: 2.1112 | NCE: 1.4665 | ID: 0.0346
[E023 step 1200] D: 0.1652 | G: 2.0155 | NCE: 1.3915 | ID: 0.0334
[E023 step 1300] D: 0.1671 | G: 2.0904 | NCE: 1.4796 | ID: 0.0334
[E023 step 1400] D: 0.1479 | G: 2.0939 | NCE: 1.4339 | ID: 0.0343
[E023 step 1500] D: 0.1729 | G: 2.0617 | NCE: 1.4420 | ID: 0.0330
[E023 step 1600] D: 0.1688 | G: 2.0155 | NCE: 1.3922 | ID: 0.0333
[E023 step 1700] D: 0.1700 | G: 2.1757 | NCE: 1.5345 | ID: 0.0320
[E023 step 1800] D: 0.1713 | G: 2.0957 | NCE: 1.4683 | ID: 0.0323
[E023 step 1900] D: 0.1631 | G: 2.0299 | NCE: 1.3835 | ID: 0.0344
[E023 step 2000] D: 0.1518 | G: 2.0399 | NCE: 1.4067 | ID: 0.0346
[E023 step 2100] D: 0.1659 | G: 2.0158 | NCE: 1.3862 | ID: 0.0363
[E023 step 2200] D: 0.1707 | G: 2.0657 | NCE: 1.4274 | ID: 0.0327
[E023 step 2300] D: 0.1547 | G: 2.0275 | NCE: 1.3943 | ID: 0.0328
[E023 step 2400] D: 0.1586 | G: 2.1171 | NCE: 1.4798 | ID: 0.0346
[E023 step 2500] D: 0.1724 | G: 2.0615 | NCE: 1.4467 | ID: 0.0328
[E023 step 2600] D: 0.1595 | G: 2.1071 | NCE: 1.4682 | ID: 0.0343
[E023 step 2700] D: 0.1632 | G: 2.0511 | NCE: 1.3920 | ID: 0.0334
[E023 step 2800] D: 0.1529 | G: 2.0514 | NCE: 1.4034 | ID: 0.0347
[E023 step 2900] D: 0.1619 | G: 2.0450 | NCE: 1.3960 | ID: 0.0314
[E023 step 3000] D: 0.1594 | G: 1.9472 | NCE: 1.3224 | ID: 0.0365
[E023 step 3100] D: 0.1601 | G: 2.1388 | NCE: 1.4995 | ID: 0.0327
[E023 step 3200] D: 0.1572 | G: 1.9774 | NCE: 1.3134 | ID: 0.0338
[E023 step 3300] D: 0.1673 | G: 2.0233 | NCE: 1.4013 | ID: 0.0337
[E023 step 3400] D: 0.1704 | G: 2.0615 | NCE: 1.4402 | ID: 0.0316
[E023 step 3500] D: 0.1571 | G: 2.0623 | NCE: 1.3934 | ID: 0.0373
[E023 step 3600] D: 0.1629 | G: 2.0595 | NCE: 1.4248 | ID: 0.0344
[E023 step 3700] D: 0.1647 | G: 2.0837 | NCE: 1.4531 | ID: 0.0330
[E023 step 3800] D: 0.1535 | G: 2.1658 | NCE: 1.5178 | ID: 0.0326
[E023 step 3900] D: 0.1512 | G: 2.2144 | NCE: 1.5402 | ID: 0.0319
[E023 step 4000] D: 0.1666 | G: 2.0560 | NCE: 1.4299 | ID: 0.0322
[E023 step 4100] D: 0.1662 | G: 1.9782 | NCE: 1.3556 | ID: 0.0335
[E023 step 4200] D: 0.1644 | G: 2.1010 | NCE: 1.4767 | ID: 0.0356
[E023 step 4300] D: 0.1627 | G: 2.0584 | NCE: 1.4166 | ID: 0.0330
[E023 step 4400] D: 0.1597 | G: 2.1052 | NCE: 1.4680 | ID: 0.0317
[E023 step 4500] D: 0.1651 | G: 2.0516 | NCE: 1.4293 | ID: 0.0323
[E023 step 4600] D: 0.1697 | G: 2.0319 | NCE: 1.3879 | ID: 0.0318
[E023 step 4700] D: 0.1507 | G: 2.0370 | NCE: 1.3811 | ID: 0.0335
[E023 step 4800] D: 0.1586 | G: 2.0177 | NCE: 1.3806 | ID: 0.0371
[E023 step 4900] D: 0.1625 | G: 2.1456 | NCE: 1.5045 | ID: 0.0342
[E023 step 5000] D: 0.1664 | G: 2.1401 | NCE: 1.4982 | ID: 0.0335
[E023 step 5100] D: 0.1678 | G: 2.0642 | NCE: 1.4440 | ID: 0.0322
[E023 step 5200] D: 0.1564 | G: 2.1635 | NCE: 1.5240 | ID: 0.0338
[E023 step 5300] D: 0.1635 | G: 2.0097 | NCE: 1.3657 | ID: 0.0320
[E023 step 5400] D: 0.1510 | G: 2.1288 | NCE: 1.4767 | ID: 0.0348
[E023 step 5500] D: 0.1655 | G: 2.1296 | NCE: 1.4973 | ID: 0.0330
[E023 step 5600] D: 0.1580 | G: 2.0853 | NCE: 1.4510 | ID: 0.0349
[E023 step 5700] D: 0.1622 | G: 2.0360 | NCE: 1.3941 | ID: 0.0331
[E023 step 5800] D: 0.1614 | G: 2.1009 | NCE: 1.4640 | ID: 0.0312
[E023 step 5900] D: 0.1690 | G: 1.9628 | NCE: 1.3338 | ID: 0.0301
[E023 step 6000] D: 0.1630 | G: 2.0732 | NCE: 1.4393 | ID: 0.0354
[E023 step 6100] D: 0.1507 | G: 2.1252 | NCE: 1.4744 | ID: 0.0350
[E023 step 6200] D: 0.1622 | G: 2.1490 | NCE: 1.4962 | ID: 0.0366
[E023 step 6300] D: 0.1602 | G: 2.0939 | NCE: 1.4467 | ID: 0.0349
[E023 step 6400] D: 0.1677 | G: 2.0425 | NCE: 1.4077 | ID: 0.0357
[E023 step 6500] D: 0.1586 | G: 2.0089 | NCE: 1.3597 | ID: 0.0334
[E023 step 6600] D: 0.1585 | G: 2.0119 | NCE: 1.3723 | ID: 0.0349
[E023 step 6700] D: 0.1778 | G: 2.0452 | NCE: 1.4330 | ID: 0.0327
[E023 step 6800] D: 0.1583 | G: 2.1029 | NCE: 1.4427 | ID: 0.0365
[E023 step 6900] D: 0.1513 | G: 2.0303 | NCE: 1.3816 | ID: 0.0340
[E023 step 7000] D: 0.1724 | G: 2.0358 | NCE: 1.4086 | ID: 0.0322
[E023 step 7100] D: 0.1442 | G: 2.1594 | NCE: 1.5028 | ID: 0.0356
[E023 step 7200] D: 0.1611 | G: 2.1541 | NCE: 1.5073 | ID: 0.0315
[E023 step 7300] D: 0.1483 | G: 2.0901 | NCE: 1.4338 | ID: 0.0308
[E023 step 7400] D: 0.1719 | G: 2.1088 | NCE: 1.4818 | ID: 0.0344
[E023 step 7500] D: 0.1552 | G: 2.0461 | NCE: 1.3981 | ID: 0.0323
[E023 step 7600] D: 0.1512 | G: 1.9677 | NCE: 1.3029 | ID: 0.0325
[E023 step 7700] D: 0.1680 | G: 1.9741 | NCE: 1.3542 | ID: 0.0339
[E023 step 7800] D: 0.1662 | G: 1.9776 | NCE: 1.3386 | ID: 0.0371
[E023 step 7900] D: 0.1704 | G: 1.9885 | NCE: 1.3724 | ID: 0.0347
[E023 step 8000] D: 0.1511 | G: 2.0422 | NCE: 1.3755 | ID: 0.0349
[E023 step 8100] D: 0.1636 | G: 1.9822 | NCE: 1.3432 | ID: 0.0332
[E023 step 8200] D: 0.1655 | G: 2.0655 | NCE: 1.4216 | ID: 0.0320
[E023 step 8300] D: 0.1642 | G: 2.0508 | NCE: 1.4349 | ID: 0.0335
[E023 step 8400] D: 0.1618 | G: 2.0546 | NCE: 1.4137 | ID: 0.0367
[E023 step 8500] D: 0.1617 | G: 2.0877 | NCE: 1.4568 | ID: 0.0325
[E023 step 8600] D: 0.1727 | G: 2.0794 | NCE: 1.4772 | ID: 0.0326
[E023 step 8700] D: 0.1550 | G: 2.0935 | NCE: 1.4414 | ID: 0.0319
[E023 step 8800] D: 0.1553 | G: 2.0615 | NCE: 1.4140 | ID: 0.0366
[E023 step 8900] D: 0.1627 | G: 2.0859 | NCE: 1.4469 | ID: 0.0342
[E023 step 9000] D: 0.1665 | G: 2.0242 | NCE: 1.4012 | ID: 0.0320
[E023 step 9100] D: 0.1617 | G: 1.9130 | NCE: 1.2940 | ID: 0.0337
[E023 step 9200] D: 0.1759 | G: 1.9435 | NCE: 1.3338 | ID: 0.0333
[E023 step 9300] D: 0.1670 | G: 1.9620 | NCE: 1.3210 | ID: 0.0342
[E023 step 9400] D: 0.1543 | G: 2.0820 | NCE: 1.4345 | ID: 0.0350
[E023 step 9500] D: 0.1576 | G: 2.0840 | NCE: 1.4318 | ID: 0.0350
[E023 step 9600] D: 0.1598 | G: 2.0627 | NCE: 1.4152 | ID: 0.0336
[E023 step 9700] D: 0.1587 | G: 2.0500 | NCE: 1.3895 | ID: 0.0335
[E023 step 9800] D: 0.1688 | G: 2.0273 | NCE: 1.4066 | ID: 0.0343
[E023 step 9900] D: 0.1723 | G: 1.9812 | NCE: 1.3678 | ID: 0.0348
[E023 step 10000] D: 0.1569 | G: 2.0047 | NCE: 1.3695 | ID: 0.0352
[E023 step 10100] D: 0.1597 | G: 2.0066 | NCE: 1.3732 | ID: 0.0323
[E023 step 10200] D: 0.1625 | G: 2.0705 | NCE: 1.4213 | ID: 0.0334
[E023 step 10300] D: 0.1605 | G: 1.9506 | NCE: 1.2972 | ID: 0.0350
[E023 step 10400] D: 0.1624 | G: 2.0391 | NCE: 1.4106 | ID: 0.0339
[E023 step 10500] D: 0.1661 | G: 1.9905 | NCE: 1.3783 | ID: 0.0352
[E023 step 10600] D: 0.1493 | G: 2.1790 | NCE: 1.5432 | ID: 0.0328
[E023 step 10700] D: 0.1620 | G: 2.1990 | NCE: 1.5561 | ID: 0.0333
[E023 step 10800] D: 0.1474 | G: 2.1406 | NCE: 1.4763 | ID: 0.0313
[E023 step 10900] D: 0.1627 | G: 2.0607 | NCE: 1.4116 | ID: 0.0359
[E023 step 11000] D: 0.1543 | G: 2.0240 | NCE: 1.3653 | ID: 0.0341
[E023 step 11100] D: 0.1594 | G: 2.0520 | NCE: 1.4073 | ID: 0.0350
[E023 step 11200] D: 0.1549 | G: 2.0553 | NCE: 1.4091 | ID: 0.0331
[E023 step 11300] D: 0.1579 | G: 2.0834 | NCE: 1.4321 | ID: 0.0350
[E023 step 11400] D: 0.1636 | G: 2.0641 | NCE: 1.4247 | ID: 0.0367
[E023 step 11500] D: 0.1619 | G: 2.1128 | NCE: 1.4639 | ID: 0.0329
[E023 step 11600] D: 0.1611 | G: 2.0713 | NCE: 1.4199 | ID: 0.0319
[E023 step 11700] D: 0.1595 | G: 2.1567 | NCE: 1.5210 | ID: 0.0327
[E023 step 11800] D: 0.1684 | G: 2.0246 | NCE: 1.3904 | ID: 0.0334
[E023 step 11900] D: 0.1652 | G: 1.9549 | NCE: 1.3040 | ID: 0.0320
[E023 step 12000] D: 0.1533 | G: 1.9803 | NCE: 1.3351 | ID: 0.0335
[E023 step 12100] D: 0.1619 | G: 2.0309 | NCE: 1.4050 | ID: 0.0329
[E023 step 12200] D: 0.1645 | G: 1.9208 | NCE: 1.3010 | ID: 0.0337
[E023 step 12300] D: 0.1561 | G: 1.9799 | NCE: 1.3416 | ID: 0.0323
[E023 step 12400] D: 0.1760 | G: 2.1506 | NCE: 1.5253 | ID: 0.0333
[E023 step 12500] D: 0.1599 | G: 2.0709 | NCE: 1.4184 | ID: 0.0319
[E023 step 12600] D: 0.1515 | G: 2.0674 | NCE: 1.4058 | ID: 0.0337
[E023 step 12700] D: 0.1569 | G: 2.0558 | NCE: 1.4166 | ID: 0.0320
[E023 step 12800] D: 0.1626 | G: 2.0899 | NCE: 1.4464 | ID: 0.0354
[E023 step 12900] D: 0.1587 | G: 2.0773 | NCE: 1.4112 | ID: 0.0345
[E023 step 13000] D: 0.1562 | G: 2.1160 | NCE: 1.4744 | ID: 0.0341
[E023 step 13100] D: 0.1497 | G: 2.1239 | NCE: 1.4671 | ID: 0.0342
[E023 step 13200] D: 0.1558 | G: 2.1052 | NCE: 1.4557 | ID: 0.0329
[E023 step 13300] D: 0.1723 | G: 2.0227 | NCE: 1.3955 | ID: 0.0346
[E023 step 13400] D: 0.1603 | G: 2.0046 | NCE: 1.3564 | ID: 0.0317
[E023 step 13500] D: 0.1659 | G: 2.0789 | NCE: 1.4369 | ID: 0.0347
[E023 step 13600] D: 0.1657 | G: 2.0039 | NCE: 1.3695 | ID: 0.0338
[E023 step 13700] D: 0.1534 | G: 2.0688 | NCE: 1.4102 | ID: 0.0334
[E023 step 13800] D: 0.1606 | G: 2.0359 | NCE: 1.3990 | ID: 0.0330
[E023 step 13900] D: 0.1585 | G: 2.1132 | NCE: 1.4650 | ID: 0.0343
[E023 step 14000] D: 0.1591 | G: 2.2291 | NCE: 1.5721 | ID: 0.0355
[E023 step 14100] D: 0.1669 | G: 2.1935 | NCE: 1.5704 | ID: 0.0352
[E023 step 14200] D: 0.1637 | G: 2.0379 | NCE: 1.4154 | ID: 0.0320
[E023 step 14300] D: 0.1563 | G: 2.0617 | NCE: 1.4179 | ID: 0.0341
[E023 step 14400] D: 0.1602 | G: 2.0325 | NCE: 1.3761 | ID: 0.0342
[E023 step 14500] D: 0.1665 | G: 1.9719 | NCE: 1.3260 | ID: 0.0337
[E023 step 14600] D: 0.1594 | G: 2.0184 | NCE: 1.3836 | ID: 0.0328
[E023 step 14700] D: 0.1670 | G: 2.0233 | NCE: 1.4174 | ID: 0.0325
[E023 step 14800] D: 0.1634 | G: 1.9823 | NCE: 1.3383 | ID: 0.0328
[E023 step 14900] D: 0.1702 | G: 2.0909 | NCE: 1.4447 | ID: 0.0353
[E023 step 15000] D: 0.1598 | G: 1.9895 | NCE: 1.3530 | ID: 0.0355
[E023 step 15100] D: 0.1501 | G: 2.1018 | NCE: 1.4396 | ID: 0.0349
[E023 step 15200] D: 0.1623 | G: 2.0758 | NCE: 1.4321 | ID: 0.0326
[E023 step 15300] D: 0.1633 | G: 2.0661 | NCE: 1.4331 | ID: 0.0304
[E023 step 15400] D: 0.1683 | G: 1.9467 | NCE: 1.3407 | ID: 0.0339
[E023 step 15500] D: 0.1644 | G: 2.0397 | NCE: 1.4191 | ID: 0.0358
[E023 step 15600] D: 0.1662 | G: 2.1608 | NCE: 1.5452 | ID: 0.0350
