nohup: ignoring input
[INFO] Outputs:
  images : /home/nitzandu/synthetic-to-real-chessboard/outputs/cut_1_8X8/images
  weights: /home/nitzandu/synthetic-to-real-chessboard/outputs/cut_1_8X8/weights
[INFO] device: cuda
[INFO] Found 100032 images under /home/nitzandu/synthetic-to-real-chessboard/datasets/cut_8X8/synthetic
[INFO] Found 32416 images under /home/nitzandu/synthetic-to-real-chessboard/datasets/cut_8X8/real
[INFO] Resumed from /home/nitzandu/synthetic-to-real-chessboard/outputs/cut_1_8X8/weights/latest.pt (next epoch: 5)
[E005 step 100] D: 0.1748 | G: 2.3811 | NCE: 1.6713 | ID: 0.0798
[E005 step 200] D: 0.1578 | G: 2.3293 | NCE: 1.6203 | ID: 0.0720
[E005 step 300] D: 0.1585 | G: 2.3116 | NCE: 1.6166 | ID: 0.0767
[E005 step 400] D: 0.1433 | G: 2.2644 | NCE: 1.5192 | ID: 0.0775
[E005 step 500] D: 0.1479 | G: 2.4217 | NCE: 1.6852 | ID: 0.0726
[E005 step 600] D: 0.1510 | G: 2.3526 | NCE: 1.6474 | ID: 0.0807
[E005 step 700] D: 0.1561 | G: 2.2623 | NCE: 1.5276 | ID: 0.0768
[E005 step 800] D: 0.1446 | G: 2.2562 | NCE: 1.5187 | ID: 0.0745
[E005 step 900] D: 0.1692 | G: 2.3361 | NCE: 1.6214 | ID: 0.0777
[E005 step 1000] D: 0.1614 | G: 2.2577 | NCE: 1.5368 | ID: 0.0727
[E005 step 1100] D: 0.1619 | G: 2.2224 | NCE: 1.5134 | ID: 0.0744
[E005 step 1200] D: 0.1600 | G: 2.3699 | NCE: 1.6592 | ID: 0.0796
[E005 step 1300] D: 0.1653 | G: 2.3146 | NCE: 1.5913 | ID: 0.0780
[E005 step 1400] D: 0.1731 | G: 2.2962 | NCE: 1.6107 | ID: 0.0816
[E005 step 1500] D: 0.1632 | G: 2.2134 | NCE: 1.4930 | ID: 0.0781
[E005 step 1600] D: 0.1520 | G: 2.3260 | NCE: 1.6225 | ID: 0.0705
[E005 step 1700] D: 0.1457 | G: 2.2708 | NCE: 1.5283 | ID: 0.0767
[E005 step 1800] D: 0.1433 | G: 2.2278 | NCE: 1.4758 | ID: 0.0752
[E005 step 1900] D: 0.1455 | G: 2.3142 | NCE: 1.5854 | ID: 0.0768
[E005 step 2000] D: 0.1609 | G: 2.2272 | NCE: 1.5230 | ID: 0.0809
[E005 step 2100] D: 0.1501 | G: 2.2726 | NCE: 1.5398 | ID: 0.0764
[E005 step 2200] D: 0.1500 | G: 2.2093 | NCE: 1.4812 | ID: 0.0806
[E005 step 2300] D: 0.1589 | G: 2.2568 | NCE: 1.5448 | ID: 0.0725
[E005 step 2400] D: 0.1424 | G: 2.3539 | NCE: 1.6006 | ID: 0.0705
[E005 step 2500] D: 0.1546 | G: 2.3996 | NCE: 1.6639 | ID: 0.0798
[E005 step 2600] D: 0.1532 | G: 2.3871 | NCE: 1.6700 | ID: 0.0813
[E005 step 2700] D: 0.1480 | G: 2.3318 | NCE: 1.6122 | ID: 0.0769
[E005 step 2800] D: 0.1625 | G: 2.3133 | NCE: 1.6149 | ID: 0.0736
[E005 step 2900] D: 0.1663 | G: 2.3388 | NCE: 1.6396 | ID: 0.0726
[E005 step 3000] D: 0.1637 | G: 2.1650 | NCE: 1.4872 | ID: 0.0744
[E005 step 3100] D: 0.1523 | G: 2.3068 | NCE: 1.5876 | ID: 0.0727
[E005 step 3200] D: 0.1458 | G: 2.3122 | NCE: 1.5938 | ID: 0.0756
[E005 step 3300] D: 0.1563 | G: 2.3917 | NCE: 1.6633 | ID: 0.0777
[E005 step 3400] D: 0.1591 | G: 2.2323 | NCE: 1.5370 | ID: 0.0677
[E005 step 3500] D: 0.1701 | G: 2.2946 | NCE: 1.5799 | ID: 0.0773
[E005 step 3600] D: 0.1531 | G: 2.2527 | NCE: 1.5456 | ID: 0.0784
[E005 step 3700] D: 0.1783 | G: 2.2716 | NCE: 1.5928 | ID: 0.0764
